Date,Ticker,Company Name,Open Price,High Price,Low Price,Close Price,Volume,Sector,Region,Country,% Change,Gain/Loss Indicator,Market Cap,P/E Ratio,Dividend Yield
2024-04-10,XOM,Exxon Mobil Corporation,409.85,412.22,400.33,403.0,692426,Retail,North America,USA,-1.67,Loss,7177.77,11.26,2.59
2024-04-11,XOM,Exxon Mobil Corporation,373.83,383.4,349.34000000000003,356.49,283414,Retail,North America,USA,-4.64,Loss,5913.59,13.13,4.75
2024-04-12,XOM,Exxon Mobil Corporation,329.74,330.3,310.99,318.23,45423,Retail,North America,USA,-3.49,Loss,6089.13,30.61,2.93
2024-04-13,XOM,Exxon Mobil Corporation,387.26,397.84000000000003,377.89,397.24,936143,Retail,North America,USA,2.58,Gain,5338.99,14.48,9.93
2024-04-14,XOM,Exxon Mobil Corporation,375.03,394.63,366.32,385.14,684854,Retail,North America,USA,2.7,Gain,3544.89,14.2,4.71
2024-04-15,XOM,Exxon Mobil Corporation,432.12,438.13,405.04999999999995,410.77,506945,Retail,North America,USA,-4.94,Loss,6134.85,46.59,0.38
2024-04-16,XOM,Exxon Mobil Corporation,114.56,121.83,108.06,109.94,398175,Retail,North America,USA,-4.03,Loss,1313.88,23.87,7.2
2024-04-17,XOM,Exxon Mobil Corporation,452.96,456.09,435.56,444.18,320777,Retail,North America,USA,-1.94,Loss,3663.53,20.36,0.28
2024-04-18,XOM,Exxon Mobil Corporation,183.25,190.23,174.44,189.76,631338,Retail,North America,USA,3.55,Gain,1765.58,19.47,4.55
2024-04-19,XOM,Exxon Mobil Corporation,478.56,487.65999999999997,470.99,479.39,812922,Retail,North America,USA,0.17,Gain,4667.24,11.71,4.69
2024-04-20,XOM,Exxon Mobil Corporation,244.77,252.57000000000002,235.21,249.8,899727,Retail,North America,USA,2.05,Gain,4562.51,41.15,9.68
2024-04-21,XOM,Exxon Mobil Corporation,283.42,292.39000000000004,269.53,272.46,186253,Retail,North America,USA,-3.87,Loss,1851.79,47.6,5.93
2024-04-22,XOM,Exxon Mobil Corporation,157.59,171.76,151.69,162.4,724387,Retail,North America,USA,3.05,Gain,1481.8,18.59,2.26
2024-04-23,XOM,Exxon Mobil Corporation,305.05,307.57,284.94,292.57,426205,Retail,North America,USA,-4.09,Loss,4338.05,25.35,8.51
2024-04-24,XOM,Exxon Mobil Corporation,156.1,167.39999999999998,146.35999999999999,160.48,501553,Retail,North America,USA,2.81,Gain,2757.81,46.68,0.29
2024-04-25,XOM,Exxon Mobil Corporation,109.92,117.32000000000001,108.13,111.31,105962,Retail,North America,USA,1.26,Gain,1383.33,36.15,1.36
2024-04-26,XOM,Exxon Mobil Corporation,165.45,167.20999999999998,157.77,162.02,20481,Retail,North America,USA,-2.07,Loss,1648.36,12.62,0.68
2024-04-27,XOM,Exxon Mobil Corporation,203.64,208.82999999999998,202.70999999999998,208.41,106964,Retail,North America,USA,2.34,Gain,1812.97,21.2,7.93
2024-04-28,XOM,Exxon Mobil Corporation,109.06,115.41000000000001,107.03,110.68,221522,Retail,North America,USA,1.49,Gain,1501.29,17.31,9.3
2024-04-29,XOM,Exxon Mobil Corporation,492.45,499.89,488.42,494.14,115062,Retail,North America,USA,0.34,Gain,7039.25,23.44,1.85
2024-04-30,XOM,Exxon Mobil Corporation,64.32,67.39999999999999,54.06,63.4,641107,Retail,North America,USA,-1.43,Loss,910.07,32.75,4.73
2024-05-01,XOM,Exxon Mobil Corporation,345.22,347.73,339.33,345.08,531160,Retail,North America,USA,-0.04,Loss,5412.41,45.36,1.73
2024-05-02,XOM,Exxon Mobil Corporation,486.14,512.39,485.63,504.93,789236,Retail,North America,USA,3.87,Gain,5015.94,17.1,6.97
2024-05-03,XOM,Exxon Mobil Corporation,387.22,390.84000000000003,367.92,377.61,754173,Retail,North America,USA,-2.48,Loss,6594.78,39.08,8.54
2024-05-04,XOM,Exxon Mobil Corporation,55.29,60.04,50.87,53.72,266872,Retail,North America,USA,-2.84,Loss,696.74,24.67,3.87
2024-05-05,XOM,Exxon Mobil Corporation,485.75,486.06,475.21,477.69,531408,Retail,North America,USA,-1.66,Loss,6057.96,45.59,1.76
2024-05-06,XOM,Exxon Mobil Corporation,419.69,429.62,417.38,417.94,216373,Retail,North America,USA,-0.42,Loss,2468.29,39.36,8.76
2024-05-07,XOM,Exxon Mobil Corporation,370.24,373.83,359.09000000000003,359.37,910470,Retail,North America,USA,-2.94,Loss,3555.25,34.05,1.81
2024-05-08,XOM,Exxon Mobil Corporation,323.44,329.05,311.23,316.82,477182,Retail,North America,USA,-2.05,Loss,3765.81,33.96,4.9
2024-05-09,XOM,Exxon Mobil Corporation,109.02,116.61,106.89999999999999,110.35,747626,Retail,North America,USA,1.22,Gain,2096.08,34.56,4.19
2024-05-10,XOM,Exxon Mobil Corporation,386.64,412.95000000000005,384.84,405.79,167946,Retail,North America,USA,4.95,Gain,5799.33,45.04,0.22
2024-05-11,XOM,Exxon Mobil Corporation,157.07,170.47,149.2,163.74,844803,Retail,North America,USA,4.25,Gain,947.17,40.33,8.12
2024-05-12,XOM,Exxon Mobil Corporation,55.87,63.33,52.05,56.89,66322,Retail,North America,USA,1.83,Gain,828.65,11.95,9.34
2024-05-13,XOM,Exxon Mobil Corporation,62.64,71.14999999999999,59.8,63.44,224420,Retail,North America,USA,1.28,Gain,1205.68,18.11,7.9
2024-05-14,XOM,Exxon Mobil Corporation,186.0,195.69,184.36,193.53,572989,Retail,North America,USA,4.05,Gain,3222.87,16.88,3.07
2024-05-15,XOM,Exxon Mobil Corporation,461.82,488.98,461.21,484.47,879401,Retail,North America,USA,4.9,Gain,5445.67,22.67,8.0
2024-05-16,XOM,Exxon Mobil Corporation,472.69,482.01,471.39,472.89,698497,Retail,North America,USA,0.04,Gain,4594.18,22.22,2.55
2024-05-17,XOM,Exxon Mobil Corporation,239.54,244.72,234.35,243.45,17867,Retail,North America,USA,1.63,Gain,3999.99,36.88,0.81
2024-05-18,XOM,Exxon Mobil Corporation,489.64,498.07,469.99,476.73,161917,Retail,North America,USA,-2.64,Loss,9299.16,37.69,0.05
2024-05-19,XOM,Exxon Mobil Corporation,428.35,430.01000000000005,402.4,408.12,618597,Retail,North America,USA,-4.72,Loss,6337.29,27.6,5.67
2024-05-20,XOM,Exxon Mobil Corporation,64.3,73.14,60.03,65.98,261802,Retail,North America,USA,2.61,Gain,999.79,6.38,0.83
2024-05-21,XOM,Exxon Mobil Corporation,93.64,95.62,88.83,91.64,599897,Retail,North America,USA,-2.14,Loss,546.91,21.47,9.37
2024-05-22,XOM,Exxon Mobil Corporation,60.88,62.980000000000004,51.62,58.16,801916,Retail,North America,USA,-4.47,Loss,690.3,14.55,3.57
2024-05-23,XOM,Exxon Mobil Corporation,352.38,359.36,340.5,345.89,388341,Retail,North America,USA,-1.84,Loss,5894.35,31.03,7.72
2024-05-24,XOM,Exxon Mobil Corporation,338.2,346.09,314.59999999999997,323.78,290665,Retail,North America,USA,-4.26,Loss,3430.64,42.27,4.22
2024-05-25,XOM,Exxon Mobil Corporation,307.37,310.13,295.21999999999997,301.27,412798,Retail,North America,USA,-1.98,Loss,3217.63,17.66,5.83
2024-05-26,XOM,Exxon Mobil Corporation,262.76,272.65,259.19,269.44,553869,Retail,North America,USA,2.54,Gain,2591.17,17.9,1.92
2024-05-27,XOM,Exxon Mobil Corporation,317.21,318.03,306.21999999999997,308.58,687430,Retail,North America,USA,-2.72,Loss,5100.08,8.74,5.86
2024-05-28,XOM,Exxon Mobil Corporation,90.73,94.92,90.11,93.63,286510,Retail,North America,USA,3.2,Gain,1812.09,42.6,0.58
2024-05-29,XOM,Exxon Mobil Corporation,143.92,153.89,134.66,140.37,842000,Retail,North America,USA,-2.47,Loss,1749.5,49.29,5.42
2024-05-30,XOM,Exxon Mobil Corporation,62.44,74.78,60.73,65.3,94059,Retail,North America,USA,4.58,Gain,651.88,38.39,5.9
2024-05-31,XOM,Exxon Mobil Corporation,245.47,253.14999999999998,236.21,245.64,920622,Retail,North America,USA,0.07,Gain,4543.67,44.19,0.77
2024-06-01,XOM,Exxon Mobil Corporation,124.43,134.4,117.19000000000001,124.91,756227,Retail,North America,USA,0.39,Gain,1287.42,34.14,9.86
2024-06-02,XOM,Exxon Mobil Corporation,456.45,472.05,453.0,466.81,633309,Retail,North America,USA,2.27,Gain,8292.96,50.0,2.94
2024-06-03,XOM,Exxon Mobil Corporation,107.58,115.1,100.45,111.83,508324,Retail,North America,USA,3.95,Gain,841.51,6.28,5.99
2024-06-04,XOM,Exxon Mobil Corporation,463.99,464.42,450.10999999999996,453.34,231747,Retail,North America,USA,-2.3,Loss,3330.14,34.79,8.04
2024-06-05,XOM,Exxon Mobil Corporation,310.25,315.68,290.19000000000005,295.97,812055,Retail,North America,USA,-4.6,Loss,4000.56,12.49,6.49
2024-06-06,XOM,Exxon Mobil Corporation,204.26,208.20999999999998,195.29,198.79,707752,Retail,North America,USA,-2.68,Loss,2291.45,15.11,7.84
2024-06-07,XOM,Exxon Mobil Corporation,234.55,243.75,222.86,226.81,199307,Retail,North America,USA,-3.3,Loss,3631.23,39.97,8.76
2024-06-08,XOM,Exxon Mobil Corporation,92.28,99.32000000000001,88.06,92.68,725268,Retail,North America,USA,0.43,Gain,1049.06,28.32,9.01
2024-06-09,XOM,Exxon Mobil Corporation,330.31,331.73,304.94,314.6,337861,Retail,North America,USA,-4.76,Loss,3598.69,8.67,3.5
2024-06-10,XOM,Exxon Mobil Corporation,274.6,286.09999999999997,272.8,281.82,869907,Retail,North America,USA,2.63,Gain,1854.71,45.09,8.73
2024-06-11,XOM,Exxon Mobil Corporation,187.87,195.28,185.70000000000002,193.3,863520,Retail,North America,USA,2.89,Gain,2616.7,24.39,4.05
2024-06-12,XOM,Exxon Mobil Corporation,201.73,203.39,192.65,199.72,722966,Retail,North America,USA,-1.0,Loss,2693.28,48.36,2.34
2024-06-13,XOM,Exxon Mobil Corporation,431.17,431.64000000000004,415.73,421.25,959699,Retail,North America,USA,-2.3,Loss,4141.38,31.06,6.91
2024-06-14,XOM,Exxon Mobil Corporation,124.34,133.17000000000002,114.54,127.87,494078,Retail,North America,USA,2.84,Gain,2313.04,8.58,8.66
2024-06-15,XOM,Exxon Mobil Corporation,482.18,485.13,472.81,480.36,457884,Retail,North America,USA,-0.38,Loss,5137.0,43.95,4.59
2024-06-16,XOM,Exxon Mobil Corporation,65.02,69.59,55.06999999999999,67.11,946136,Retail,North America,USA,3.21,Gain,1092.79,11.6,0.23
2024-06-17,XOM,Exxon Mobil Corporation,382.63,407.2,375.7,400.24,69771,Retail,North America,USA,4.6,Gain,4064.01,17.54,3.35
2024-06-18,XOM,Exxon Mobil Corporation,122.69,127.39999999999999,114.27,119.99,676964,Retail,North America,USA,-2.2,Loss,2147.96,21.85,0.68
2024-06-19,XOM,Exxon Mobil Corporation,326.13,345.25,317.6,339.79,940031,Retail,North America,USA,4.19,Gain,4676.29,22.98,4.32
2024-06-20,XOM,Exxon Mobil Corporation,356.98,378.12,351.83000000000004,368.6,347295,Retail,North America,USA,3.26,Gain,5888.5,38.77,3.46
2024-06-21,XOM,Exxon Mobil Corporation,339.83,346.81,323.15000000000003,323.97,615907,Retail,North America,USA,-4.67,Loss,4769.5,24.84,3.28
2024-06-22,XOM,Exxon Mobil Corporation,301.29,314.2,296.8,308.28,718431,Retail,North America,USA,2.32,Gain,2508.42,45.92,7.9
2024-06-23,XOM,Exxon Mobil Corporation,321.1,334.63,314.78000000000003,332.34,115767,Retail,North America,USA,3.5,Gain,3293.93,38.85,8.83
2024-06-24,XOM,Exxon Mobil Corporation,261.44,271.15,247.63,252.82,828928,Retail,North America,USA,-3.3,Loss,2857.42,26.28,1.76
2024-06-25,XOM,Exxon Mobil Corporation,371.34,388.25,369.03999999999996,384.63,643003,Retail,North America,USA,3.58,Gain,2103.72,49.87,6.94
2024-06-26,XOM,Exxon Mobil Corporation,59.95,64.03,54.7,57.75,163789,Retail,North America,USA,-3.67,Loss,1125.77,30.55,0.55
2024-06-27,XOM,Exxon Mobil Corporation,299.29,312.34000000000003,292.73,306.05,529145,Retail,North America,USA,2.26,Gain,3824.91,37.72,3.43
2024-06-28,XOM,Exxon Mobil Corporation,411.45,415.9,402.27000000000004,407.29,973781,Retail,North America,USA,-1.01,Loss,6184.82,21.67,8.74
2024-06-29,XOM,Exxon Mobil Corporation,85.75,90.41,78.9,81.75,867960,Retail,North America,USA,-4.66,Loss,1470.44,43.26,8.41
2024-06-30,XOM,Exxon Mobil Corporation,191.14,198.79000000000002,190.63,191.3,358728,Retail,North America,USA,0.08,Gain,1410.18,25.58,1.7
2024-07-01,XOM,Exxon Mobil Corporation,278.22,288.01,270.85,285.13,244621,Retail,North America,USA,2.48,Gain,1946.73,45.93,4.24
2024-07-02,XOM,Exxon Mobil Corporation,371.59,373.64,360.68,360.72,320982,Retail,North America,USA,-2.93,Loss,5284.21,5.14,6.73
2024-07-03,XOM,Exxon Mobil Corporation,133.13,138.46,131.81,134.37,129494,Retail,North America,USA,0.93,Gain,2607.52,31.33,9.53
2024-07-04,XOM,Exxon Mobil Corporation,379.42,396.37,377.68,394.87,532057,Retail,North America,USA,4.07,Gain,4295.96,28.39,5.9
2024-07-05,XOM,Exxon Mobil Corporation,472.43,479.67,466.68,476.7,372610,Retail,North America,USA,0.9,Gain,7816.13,46.56,7.61
2024-07-06,XOM,Exxon Mobil Corporation,103.71,108.49,103.16,106.74,83579,Retail,North America,USA,2.92,Gain,1114.13,20.89,0.2
2024-07-07,XOM,Exxon Mobil Corporation,254.32,265.96,247.15,261.34,316430,Retail,North America,USA,2.76,Gain,2292.65,22.83,3.11
2024-07-08,XOM,Exxon Mobil Corporation,205.19,213.97,200.69,205.29,629555,Retail,North America,USA,0.05,Gain,2522.89,27.83,8.45
2024-07-09,XOM,Exxon Mobil Corporation,312.97,314.06,307.97,313.82,703826,Retail,North America,USA,0.27,Gain,3107.85,7.87,5.46
2024-07-10,XOM,Exxon Mobil Corporation,304.84,309.29999999999995,290.98,298.62,774297,Retail,North America,USA,-2.04,Loss,4902.83,35.12,3.82
2024-07-11,XOM,Exxon Mobil Corporation,410.51,431.99,402.07,429.08,243070,Retail,North America,USA,4.52,Gain,2622.73,44.24,3.27
2024-07-12,XOM,Exxon Mobil Corporation,57.43,59.66,54.940000000000005,55.92,749804,Retail,North America,USA,-2.63,Loss,1017.52,28.3,4.07
2024-07-13,XOM,Exxon Mobil Corporation,138.83,148.44,133.5,135.72,280274,Retail,North America,USA,-2.24,Loss,2599.44,41.53,4.44
2024-07-14,XOM,Exxon Mobil Corporation,427.28,448.52000000000004,427.15999999999997,446.16,975286,Retail,North America,USA,4.42,Gain,7066.12,39.14,9.39
2024-07-15,XOM,Exxon Mobil Corporation,482.38,485.67,464.98,474.05,640115,Retail,North America,USA,-1.73,Loss,5067.06,37.81,1.88
2024-07-16,XOM,Exxon Mobil Corporation,405.64,415.13,399.89000000000004,402.1,524498,Retail,North America,USA,-0.87,Loss,5026.75,36.91,8.2
2024-07-17,XOM,Exxon Mobil Corporation,128.26,129.35,118.47999999999999,126.96,940742,Retail,North America,USA,-1.01,Loss,1608.19,7.03,1.32
2024-07-18,XOM,Exxon Mobil Corporation,65.71,66.91,63.540000000000006,65.34,938591,Retail,North America,USA,-0.56,Loss,715.2,49.09,5.49
2024-07-19,XOM,Exxon Mobil Corporation,162.9,169.71,155.57,164.59,735321,Retail,North America,USA,1.04,Gain,2973.17,38.62,6.8
2024-07-20,XOM,Exxon Mobil Corporation,292.42,301.75,282.81,287.91,284954,Retail,North America,USA,-1.54,Loss,2030.03,36.6,7.02
2024-07-21,XOM,Exxon Mobil Corporation,278.52,288.87,277.52,282.7,156622,Retail,North America,USA,1.5,Gain,3711.44,29.98,1.66
2024-07-22,XOM,Exxon Mobil Corporation,121.11,127.25,111.08,116.84,572602,Retail,North America,USA,-3.53,Loss,803.05,27.03,6.52
2024-07-23,XOM,Exxon Mobil Corporation,93.26,97.06,88.47,94.91,743889,Retail,North America,USA,1.77,Gain,740.43,11.32,6.3
2024-07-24,XOM,Exxon Mobil Corporation,349.18,367.87,348.42,359.76,229679,Retail,North America,USA,3.03,Gain,5976.8,21.88,4.64
2024-07-25,XOM,Exxon Mobil Corporation,290.35,297.67,283.08000000000004,284.1,373132,Retail,North America,USA,-2.15,Loss,2550.56,35.76,8.81
2024-07-26,XOM,Exxon Mobil Corporation,381.24,388.44,367.0,376.92,209293,Retail,North America,USA,-1.13,Loss,7525.13,24.74,1.34
2024-07-27,XOM,Exxon Mobil Corporation,207.89,210.47,198.64,204.63,659664,Retail,North America,USA,-1.57,Loss,3864.11,44.76,4.08
2024-07-28,XOM,Exxon Mobil Corporation,453.15,479.95,448.22999999999996,471.2,25373,Retail,North America,USA,3.98,Gain,5176.46,19.91,0.8
2024-07-29,XOM,Exxon Mobil Corporation,206.1,208.89,190.74,200.68,620003,Retail,North America,USA,-2.63,Loss,1713.92,29.62,0.79
2024-07-30,XOM,Exxon Mobil Corporation,169.92,187.39000000000001,161.75,178.3,501506,Retail,North America,USA,4.93,Gain,1836.78,47.01,2.98
2024-07-31,XOM,Exxon Mobil Corporation,290.16,292.94,268.59999999999997,275.89,762448,Retail,North America,USA,-4.92,Loss,2236.78,9.77,4.57
2024-08-01,XOM,Exxon Mobil Corporation,340.18,347.82,335.46,347.25,595854,Retail,North America,USA,2.08,Gain,6351.85,12.19,7.34
2024-08-02,XOM,Exxon Mobil Corporation,430.51,453.75,430.19,446.61,535223,Retail,North America,USA,3.74,Gain,8898.98,33.09,2.74
2024-08-03,XOM,Exxon Mobil Corporation,262.41,264.62,250.91,250.98,600983,Retail,North America,USA,-4.36,Loss,2833.37,7.63,8.77
2024-08-04,XOM,Exxon Mobil Corporation,103.62,105.74000000000001,98.60000000000001,101.68,890363,Retail,North America,USA,-1.87,Loss,1421.03,35.34,6.27
2024-08-05,XOM,Exxon Mobil Corporation,410.87,413.56,397.08,397.25,715574,Retail,North America,USA,-3.31,Loss,5725.72,38.2,4.13
2024-08-06,XOM,Exxon Mobil Corporation,364.07,365.64,354.21,364.49,490352,Retail,North America,USA,0.12,Gain,4000.36,16.57,9.54
2024-08-07,XOM,Exxon Mobil Corporation,444.06,451.07,441.12,445.77,683607,Retail,North America,USA,0.39,Gain,8453.97,44.59,1.16
2024-08-08,XOM,Exxon Mobil Corporation,388.16,393.92,365.93,370.91,268001,Retail,North America,USA,-4.44,Loss,2032.37,7.77,0.46
2024-08-09,XOM,Exxon Mobil Corporation,302.26,307.23,300.48,304.23,720281,Retail,North America,USA,0.65,Gain,4403.0,23.19,5.64
2024-08-10,XOM,Exxon Mobil Corporation,109.33,110.74,99.82000000000001,107.54,474976,Retail,North America,USA,-1.64,Loss,2041.62,22.02,8.76
2024-08-11,XOM,Exxon Mobil Corporation,215.69,222.13000000000002,210.31,219.86,110820,Retail,North America,USA,1.93,Gain,4193.41,25.63,2.96
2024-08-12,XOM,Exxon Mobil Corporation,393.84,397.35999999999996,375.01000000000005,383.72,433711,Retail,North America,USA,-2.57,Loss,5057.08,19.31,4.54
2024-08-13,XOM,Exxon Mobil Corporation,496.93,508.91,496.33,506.81,403241,Retail,North America,USA,1.99,Gain,4638.06,24.18,4.28
2024-08-14,XOM,Exxon Mobil Corporation,161.68,171.02,156.72,166.58,947531,Retail,North America,USA,3.03,Gain,3161.99,44.2,8.4
2024-08-15,XOM,Exxon Mobil Corporation,307.03,320.83000000000004,298.28999999999996,313.04,404584,Retail,North America,USA,1.96,Gain,1649.13,31.48,3.92
2024-08-16,XOM,Exxon Mobil Corporation,444.67,452.49,437.39000000000004,445.91,782849,Retail,North America,USA,0.28,Gain,7898.36,19.62,7.23
2024-08-17,XOM,Exxon Mobil Corporation,181.9,198.77,181.13,190.03,261272,Retail,North America,USA,4.47,Gain,2821.18,38.42,2.71
2024-08-18,XOM,Exxon Mobil Corporation,97.06,102.03,95.05,99.55,809653,Retail,North America,USA,2.57,Gain,1033.68,8.58,1.55
2024-08-19,XOM,Exxon Mobil Corporation,269.52,275.93,262.99,275.19,581615,Retail,North America,USA,2.1,Gain,4694.52,7.89,0.47
2024-08-20,XOM,Exxon Mobil Corporation,92.76,99.36,87.25,90.32,59299,Retail,North America,USA,-2.63,Loss,1354.44,31.38,1.27
2024-08-21,XOM,Exxon Mobil Corporation,77.01,79.59,70.31,74.38,538481,Retail,North America,USA,-3.42,Loss,1319.22,14.57,2.02
2024-08-22,XOM,Exxon Mobil Corporation,138.68,148.48,134.54000000000002,140.01,374702,Retail,North America,USA,0.96,Gain,1068.22,26.39,6.47
2024-08-23,XOM,Exxon Mobil Corporation,343.35,350.02000000000004,327.61,337.01,28049,Retail,North America,USA,-1.85,Loss,3268.47,15.77,1.98
2024-08-24,XOM,Exxon Mobil Corporation,64.1,67.71,59.67999999999999,64.25,129040,Retail,North America,USA,0.23,Gain,1252.1,9.43,8.89
2024-08-25,XOM,Exxon Mobil Corporation,149.33,155.35000000000002,144.43,150.11,245756,Retail,North America,USA,0.52,Gain,1942.89,30.18,1.46
2024-08-26,XOM,Exxon Mobil Corporation,299.7,302.05,291.61,293.63,270537,Retail,North America,USA,-2.03,Loss,4676.1,16.27,3.38
2024-08-27,XOM,Exxon Mobil Corporation,444.19,452.42,434.3,434.67,195792,Retail,North America,USA,-2.14,Loss,7304.69,23.73,1.74
2024-08-28,XOM,Exxon Mobil Corporation,477.63,488.4,467.94,486.9,547839,Retail,North America,USA,1.94,Gain,7547.1,11.93,5.94
2024-08-29,XOM,Exxon Mobil Corporation,223.74,243.10000000000002,220.05,233.77,646226,Retail,North America,USA,4.48,Gain,1983.07,43.23,2.45
2024-08-30,XOM,Exxon Mobil Corporation,259.66,261.03000000000003,254.85,258.39,366302,Retail,North America,USA,-0.49,Loss,4041.24,10.48,1.87
2024-08-31,XOM,Exxon Mobil Corporation,144.64,151.52,134.85999999999999,150.58,506890,Retail,North America,USA,4.11,Gain,1557.4,33.97,7.19
2024-09-01,XOM,Exxon Mobil Corporation,255.82,256.08,251.51000000000002,252.05,81093,Retail,North America,USA,-1.47,Loss,3273.78,29.6,6.91
2024-09-02,XOM,Exxon Mobil Corporation,479.98,485.27000000000004,468.34000000000003,474.22,116900,Retail,North America,USA,-1.2,Loss,5713.93,34.88,8.18
2024-09-03,XOM,Exxon Mobil Corporation,110.41,116.86,97.53,106.51,521535,Retail,North America,USA,-3.53,Loss,911.28,28.01,0.67
2024-09-04,XOM,Exxon Mobil Corporation,248.31,257.61,237.62,244.96,307124,Retail,North America,USA,-1.35,Loss,4160.59,12.7,3.38
2024-09-05,XOM,Exxon Mobil Corporation,396.61,401.71000000000004,386.16,394.48,898135,Retail,North America,USA,-0.54,Loss,5325.08,34.24,2.2
2024-09-06,XOM,Exxon Mobil Corporation,287.5,296.04,278.37,282.97,937173,Retail,North America,USA,-1.58,Loss,3612.11,16.85,9.22
2024-09-07,XOM,Exxon Mobil Corporation,214.14,222.86999999999998,204.67,212.39,861583,Retail,North America,USA,-0.82,Loss,3418.31,43.71,8.82
2024-09-08,XOM,Exxon Mobil Corporation,263.1,266.31,253.02,253.87,946787,Retail,North America,USA,-3.51,Loss,2109.66,43.98,9.94
2024-09-09,XOM,Exxon Mobil Corporation,62.79,66.84,55.07,60.86,115186,Retail,North America,USA,-3.07,Loss,441.31,12.86,8.69
2024-09-10,XOM,Exxon Mobil Corporation,212.5,222.8,209.36,213.03,387237,Retail,North America,USA,0.25,Gain,3267.61,17.08,0.31
2024-09-11,XOM,Exxon Mobil Corporation,245.1,246.23999999999998,234.34,237.82,211024,Retail,North America,USA,-2.97,Loss,3546.8,41.62,1.0
2024-09-12,XOM,Exxon Mobil Corporation,96.64,97.68,93.31,94.06,896966,Retail,North America,USA,-2.67,Loss,1828.56,11.43,4.22
2024-09-13,XOM,Exxon Mobil Corporation,172.52,178.0,165.11,174.13,348528,Retail,North America,USA,0.93,Gain,2293.0,48.41,2.81
2024-09-14,XOM,Exxon Mobil Corporation,96.67,99.7,91.72,95.13,222097,Retail,North America,USA,-1.59,Loss,597.95,46.3,0.45
2024-09-15,XOM,Exxon Mobil Corporation,107.9,119.78,103.65,113.13,261596,Retail,North America,USA,4.85,Gain,1986.66,14.65,2.38
2024-09-16,XOM,Exxon Mobil Corporation,427.49,439.65000000000003,425.8,432.92,51704,Retail,North America,USA,1.27,Gain,4484.94,5.08,8.68
2024-09-17,XOM,Exxon Mobil Corporation,313.7,322.8,301.14,307.26,78743,Retail,North America,USA,-2.05,Loss,2565.56,29.7,0.01
2024-09-18,XOM,Exxon Mobil Corporation,489.39,514.7,485.03999999999996,513.2,818612,Retail,North America,USA,4.87,Gain,3155.56,35.46,1.49
2024-09-19,XOM,Exxon Mobil Corporation,499.11,501.53000000000003,479.09,482.13,29475,Retail,North America,USA,-3.4,Loss,4889.21,6.94,8.38
2024-09-20,XOM,Exxon Mobil Corporation,311.5,311.89,288.65999999999997,296.64,538129,Retail,North America,USA,-4.77,Loss,3491.92,46.15,8.22
2024-09-21,XOM,Exxon Mobil Corporation,205.47,220.53,197.25,210.58,769240,Retail,North America,USA,2.49,Gain,2292.04,11.07,1.34
2024-09-22,XOM,Exxon Mobil Corporation,174.54,186.06,167.79,180.87,190213,Retail,North America,USA,3.63,Gain,1644.57,40.3,1.99
2024-09-23,XOM,Exxon Mobil Corporation,395.73,410.39,388.42,403.33,878727,Retail,North America,USA,1.92,Gain,6034.95,43.25,4.36
2024-09-24,XOM,Exxon Mobil Corporation,94.63,98.38,84.83999999999999,92.96,769424,Retail,North America,USA,-1.76,Loss,714.92,8.7,5.65
2024-09-25,XOM,Exxon Mobil Corporation,103.61,110.9,90.22999999999999,99.6,397948,Retail,North America,USA,-3.87,Loss,1835.21,19.97,6.26
2024-09-26,XOM,Exxon Mobil Corporation,348.89,356.21999999999997,331.29,340.23,109071,Retail,North America,USA,-2.48,Loss,4881.52,20.71,9.68
2024-09-27,XOM,Exxon Mobil Corporation,312.96,319.21999999999997,293.57,299.71,282608,Retail,North America,USA,-4.23,Loss,5022.29,42.34,3.08
2024-09-28,XOM,Exxon Mobil Corporation,438.21,445.14,416.03,416.64,692085,Retail,North America,USA,-4.92,Loss,6925.95,22.21,6.52
2024-09-29,XOM,Exxon Mobil Corporation,172.5,178.38,163.44000000000003,170.86,548380,Retail,North America,USA,-0.95,Loss,1811.26,46.07,1.64
2024-09-30,XOM,Exxon Mobil Corporation,305.7,318.28,302.78,313.84,701383,Retail,North America,USA,2.66,Gain,4455.24,33.24,3.14
2024-10-01,XOM,Exxon Mobil Corporation,345.24,349.15000000000003,326.86,336.73,256374,Retail,North America,USA,-2.46,Loss,4604.89,33.99,0.72
2024-10-02,XOM,Exxon Mobil Corporation,382.09,391.53,361.69,365.39,757017,Retail,North America,USA,-4.37,Loss,2255.62,37.84,9.99
2024-10-03,XOM,Exxon Mobil Corporation,234.86,242.47,230.32000000000002,241.71,706813,Retail,North America,USA,2.92,Gain,1519.54,17.65,7.76
2024-10-04,XOM,Exxon Mobil Corporation,449.58,478.58000000000004,443.72999999999996,470.04,98749,Retail,North America,USA,4.55,Gain,6913.83,38.15,6.85
2024-10-05,XOM,Exxon Mobil Corporation,211.05,221.88000000000002,207.39000000000001,217.33,671631,Retail,North America,USA,2.98,Gain,1190.6,12.32,4.12
2024-10-06,XOM,Exxon Mobil Corporation,380.18,391.68,377.1,391.12,366901,Retail,North America,USA,2.88,Gain,3060.36,12.29,2.67
2024-10-07,XOM,Exxon Mobil Corporation,388.62,403.0,381.93,398.74,710316,Retail,North America,USA,2.6,Gain,4414.29,26.84,3.69
2024-10-08,XOM,Exxon Mobil Corporation,332.38,347.31,326.43,346.91,288385,Retail,North America,USA,4.37,Gain,5056.47,14.69,7.42
